"employee_number","job_role","department","age","monthly_income","years_at_company","attrition","over_time","raw_score","income_pctile_in_dept","risk_tier","estimated_replacement_cost"
510,"Research Scientist","Research & Development",26,3102,6,"Yes","No",20,"0.32708333333333334","Low","55836"
1513,"Laboratory Technician","Research & Development",29,3180,3,"No","No",20,"0.33645833333333336","Low","57240"
1216,"Laboratory Technician","Research & Development",28,3196,6,"No","No",20,"0.3375","Low","57528"
584,"Laboratory Technician","Research & Development",33,3408,4,"Yes","No",20,"0.3645833333333333","Low","61344"
521,"Laboratory Technician","Research & Development",40,3448,1,"No","No",20,"0.3729166666666667","Low","62064"
1291,"Research Scientist","Research & Development",35,3506,3,"No","Yes",20,"0.3854166666666667","Low","63108"
1647,"Research Scientist","Research & Development",27,3517,3,"No","No",20,"0.38645833333333335","Low","63306"
1417,"Laboratory Technician","Research & Development",26,3578,7,"No","No",20,"0.390625","Low","64404"
887,"Research Scientist","Research & Development",49,3580,4,"No","No",20,"0.3927083333333333","Low","64440"
1834,"Research Scientist","Research & Development",28,3591,3,"No","No",20,"0.39375","Low","64638"
652,"Laboratory Technician","Research & Development",35,3681,3,"No","No",20,"0.4041666666666667","Low","66258"
277,"Research Scientist","Research & Development",34,3815,5,"No","Yes",20,"0.4239583333333333","Low","68670"
497,"Laboratory Technician","Research & Development",27,3816,5,"No","No",20,"0.425","Low","68688"
1296,"Laboratory Technician","Research & Development",28,3867,2,"No","Yes",20,"0.428125","Low","69606"
1310,"Research Scientist","Research & Development",39,3904,5,"Yes","No",20,"0.43125","Low","70272"
1684,"Laboratory Technician","Research & Development",23,3989,5,"Yes","Yes",20,"0.4479166666666667","Low","71802"
1501,"Healthcare Representative","Research & Development",55,4035,3,"No","Yes",20,"0.4583333333333333","Low","72630"
1619,"Laboratory Technician","Research & Development",27,4066,7,"No","No",20,"0.459375","Low","73188"
1552,"Healthcare Representative","Research & Development",40,4069,2,"No","Yes",20,"0.46041666666666664","Low","73242"
2014,"Research Scientist","Research & Development",39,4108,7,"No","No",20,"0.4666666666666667","Low","73944"
1011,"Manufacturing Director","Research & Development",31,4148,4,"No","No",20,"0.46770833333333334","Low","74664"
15,"Laboratory Technician","Research & Development",29,4193,9,"No","Yes",20,"0.471875","Low","75474"
807,"Healthcare Representative","Research & Development",40,4244,8,"No","No",20,"0.48020833333333335","Low","76392"
1350,"Research Scientist","Research & Development",35,4249,9,"No","Yes",20,"0.48125","Low","76482"
1148,"Laboratory Technician","Research & Development",42,4272,1,"No","No",20,"0.48541666666666666","Low","76896"
193,"Research Scientist","Research & Development",38,4317,3,"No","Yes",20,"0.49166666666666664","Low","77706"
804,"Research Scientist","Research & Development",34,4381,6,"No","No",20,"0.5020833333333333","Low","78858"
250,"Manufacturing Director","Research & Development",53,4450,4,"No","No",20,"0.5166666666666667","Low","80100"
1101,"Research Scientist","Research & Development",33,4508,13,"Yes","No",20,"0.5208333333333334","Low","81144"
526,"Healthcare Representative","Research & Development",43,4522,5,"No","Yes",20,"0.521875","Low","81396"
547,"Research Scientist","Research & Development",42,4556,5,"No","No",20,"0.5270833333333333","Low","82008"
536,"Laboratory Technician","Research & Development",28,4558,10,"No","No",20,"0.528125","Low","82044"
171,"Research Scientist","Research & Development",43,4739,3,"No","No",20,"0.5427083333333333","Low","85302"
1509,"Laboratory Technician","Research & Development",49,4789,3,"No","No",20,"0.553125","Low","86202"
423,"Research Scientist","Research & Development",31,4821,5,"No","Yes",20,"0.55625","Low","86778"
1542,"Laboratory Technician","Research & Development",42,4841,1,"No","No",20,"0.5583333333333333","Low","87138"
1573,"Manufacturing Director","Research & Development",38,4855,5,"Yes","No",20,"0.559375","Low","87390"
1745,"Research Scientist","Research & Development",30,4968,9,"No","No",20,"0.5729166666666666","Low","89424"
1235,"Research Scientist","Research & Development",32,4998,8,"No","Yes",20,"0.5739583333333333","Low","89964"
987,"Manufacturing Director","Research & Development",47,5067,19,"No","Yes",20,"0.5822916666666667","Low","91206"
574,"Manufacturing Director","Research & Development",47,5070,5,"No","No",20,"0.5833333333333334","Low","91260"
771,"Healthcare Representative","Research & Development",35,5093,1,"No","No",20,"0.584375","Low","91674"
832,"Laboratory Technician","Research & Development",40,5094,1,"No","No",20,"0.5854166666666667","Low","91692"
2,"Research Scientist","Research & Development",49,5130,10,"No","No",20,"0.5895833333333333","Low","92340"
823,"Manufacturing Director","Research & Development",36,5228,9,"No","No",20,"0.5989583333333334","Low","94104"
1654,"Manufacturing Director","Research & Development",39,5295,5,"No","No",20,"0.6072916666666667","Low","95310"
1184,"Healthcare Representative","Research & Development",34,5343,13,"No","No",20,"0.6114583333333333","Low","96174"
422,"Healthcare Representative","Research & Development",58,5660,5,"No","Yes",20,"0.640625","Low","101880"
663,"Laboratory Technician","Research & Development",43,5679,8,"No","Yes",20,"0.64375","Low","102222"
2049,"Healthcare Representative","Research & Development",35,5689,10,"No","Yes",20,"0.6447916666666667","Low","102402"
1161,"Healthcare Representative","Research & Development",37,5731,6,"No","No",20,"0.6458333333333334","Low","103158"
1555,"Research Scientist","Research & Development",32,5878,7,"No","No",20,"0.6572916666666667","Low","105804"
1859,"Healthcare Representative","Research & Development",29,6384,7,"No","No",20,"0.6895833333333333","Low","114912"
1515,"Healthcare Representative","Research & Development",33,6388,0,"No","Yes",20,"0.6916666666666667","Low","114984"
40,"Healthcare Representative","Research & Development",44,6465,4,"No","Yes",20,"0.6958333333333333","Low","116370"
1260,"Healthcare Representative","Research & Development",29,6623,6,"No","Yes",20,"0.7083333333333334","Low","119214"
275,"Manufacturing Director","Research & Development",49,6804,7,"No","Yes",20,"0.7197916666666667","Low","122472"
1252,"Healthcare Representative","Research & Development",31,6812,10,"No","No",20,"0.7229166666666667","Low","122616"
725,"Manufacturing Director","Research & Development",27,7412,9,"No","No",20,"0.740625","Low","133416"
1459,"Manufacturing Director","Research & Development",31,7446,10,"Yes","No",20,"0.7427083333333333","Low","134028"
586,"Healthcare Representative","Research & Development",35,7632,8,"No","Yes",20,"0.7489583333333333","Low","137376"
1638,"Manufacturing Director","Research & Development",38,7756,5,"No","Yes",20,"0.7520833333333333","Low","139608"
743,"Manufacturing Director","Research & Development",38,7861,1,"No","Yes",20,"0.7552083333333334","Low","141498"
543,"Manufacturing Director","Research & Development",52,7969,5,"No","Yes",20,"0.759375","Low","143442"
464,"Manufacturing Director","Research & Development",35,8095,16,"No","No",20,"0.7625","Low","145710"
1821,"Healthcare Representative","Research & Development",46,8926,9,"Yes","No",20,"0.778125","Low","160668"
1816,"Manufacturing Director","Research & Development",30,9667,7,"No","No",20,"0.7885416666666667","Low","174006"
1544,"Healthcare Representative","Research & Development",29,9715,7,"No","No",20,"0.790625","Low","174870"
2062,"Healthcare Representative","Research & Development",39,9991,7,"No","No",20,"0.8","Low","179838"
342,"Manufacturing Director","Research & Development",37,10048,1,"Yes","No",20,"0.8020833333333334","Low","180864"
1484,"Healthcare Representative","Research & Development",49,10466,8,"No","No",20,"0.8177083333333334","Low","188388"
581,"Manufacturing Director","Research & Development",31,10648,13,"No","No",20,"0.8239583333333333","Low","191664"
499,"Healthcare Representative","Research & Development",49,10965,5,"No","No",20,"0.8385416666666666","Low","197370"
1096,"Manufacturing Director","Research & Development",55,10976,3,"No","No",20,"0.8395833333333333","Low","197568"
461,"Research Director","Research & Development",38,11510,11,"No","Yes",20,"0.8479166666666667","Low","207180"
844,"Research Director","Research & Development",27,12808,9,"No","Yes",20,"0.8645833333333334","Low","230544"
372,"Healthcare Representative","Research & Development",45,13496,20,"No","Yes",20,"0.8791666666666667","Low","242928"
337,"Research Director","Research & Development",31,13675,2,"No","No",20,"0.8895833333333333","Low","246150"
1032,"Manufacturing Director","Research & Development",59,13726,5,"No","Yes",20,"0.890625","Low","247068"
258,"Healthcare Representative","Research & Development",51,13734,7,"No","No",20,"0.8916666666666667","Low","247212"
1468,"Research Director","Research & Development",40,13757,9,"No","No",20,"0.89375","Low","247626"
1661,"Healthcare Representative","Research & Development",49,13966,15,"No","Yes",20,"0.896875","Low","251388"
1005,"Manufacturing Director","Research & Development",50,13973,12,"No","Yes",20,"0.8979166666666667","Low","251514"
84,"Manager","Research & Development",55,14756,5,"No","Yes",20,"0.903125","Low","265608"
505,"Manager","Research & Development",55,16659,5,"No","Yes",20,"0.9197916666666667","Low","299862"
1215,"Manager","Research & Development",50,17856,2,"No","No",20,"0.9458333333333333","Low","321408"
638,"Research Director","Research & Development",49,19502,31,"No","Yes",20,"0.984375","Low","351036"
671,"Manager","Research & Development",44,19513,2,"No","Yes",20,"0.9854166666666667","Low","351234"
226,"Manager","Research & Development",50,19926,5,"No","No",20,"0.996875","Low","358668"
1191,"Manager","Research & Development",56,19943,5,"No","No",20,"0.9979166666666667","Low","358974"
1056,"Sales Representative","Sales",28,1052,1,"No","No",20,"0","Low","18936"
1928,"Sales Representative","Sales",29,1091,1,"Yes","No",20,"0.0044943820224719105","Low","19638"
1273,"Sales Representative","Sales",25,1118,1,"Yes","Yes",20,"0.006741573033707865","Low","20124"
1495,"Sales Representative","Sales",24,2033,1,"No","No",20,"0.024719101123595506","Low","36594"
1055,"Sales Representative","Sales",34,2220,1,"No","Yes",20,"0.04269662921348315","Low","39960"
1702,"Sales Representative","Sales",23,2275,3,"Yes","Yes",20,"0.04943820224719101","Low","40950"
766,"Sales Representative","Sales",29,2297,2,"No","No",20,"0.051685393258426963","Low","41346"
113,"Sales Representative","Sales",23,2322,0,"No","No",20,"0.060674157303370786","Low","41796"
1077,"Sales Representative","Sales",20,2323,2,"Yes","Yes",20,"0.06292134831460675","Low","41814"
235,"Sales Representative","Sales",19,2325,0,"Yes","No",20,"0.0651685393258427","Low","41850"
1554,"Sales Representative","Sales",35,2430,5,"No","No",20,"0.08314606741573034","Low","43740"
508,"Sales Representative","Sales",30,2476,1,"No","No",20,"0.0853932584269663","Low","44568"
666,"Sales Representative","Sales",34,2579,8,"No","Yes",20,"0.09213483146067415","Low","46422"
494,"Sales Representative","Sales",21,2716,1,"Yes","No",20,"0.1101123595505618","Low","48888"
1680,"Sales Representative","Sales",20,2728,2,"No","No",20,"0.11235955056179775","Low","49104"
1190,"Sales Representative","Sales",32,2827,1,"No","No",20,"0.1303370786516854","Low","50886"
485,"Sales Representative","Sales",33,2851,1,"Yes","Yes",20,"0.13258426966292136","Low","51318"
585,"Sales Representative","Sales",30,2983,3,"No","No",20,"0.15056179775280898","Low","53694"
667,"Sales Representative","Sales",27,3041,4,"Yes","No",20,"0.15280898876404495","Low","54738"
330,"Sales Representative","Sales",32,3931,4,"No","No",20,"0.1752808988764045","Low","70758"
1349,"Sales Executive","Sales",41,4103,9,"No","No",20,"0.18876404494382024","Low","73854"
1445,"Sales Executive","Sales",24,4162,5,"No","Yes",20,"0.2","Low","74916"
1003,"Sales Executive","Sales",47,4163,9,"No","Yes",20,"0.20224719101123595","Low","74934"
885,"Sales Executive","Sales",25,4256,5,"No","No",20,"0.21797752808988763","Low","76608"
507,"Sales Executive","Sales",24,4260,5,"No","Yes",20,"0.2202247191011236","Low","76680"
956,"Sales Executive","Sales",26,4294,7,"No","No",20,"0.2247191011235955","Low","77292"
1114,"Sales Executive","Sales",33,4302,3,"No","No",20,"0.22696629213483147","Low","77436"
100,"Sales Executive","Sales",35,4312,15,"No","No",20,"0.23146067415730337","Low","77616"
1477,"Sales Executive","Sales",33,4373,4,"No","No",20,"0.23820224719101124","Low","78714"
437,"Sales Executive","Sales",27,4478,5,"No","Yes",20,"0.2539325842696629","Low","80604"
720,"Sales Executive","Sales",24,4577,2,"Yes","No",20,"0.27640449438202247","Low","82386"
1598,"Sales Executive","Sales",40,4639,5,"No","No",20,"0.2898876404494382","Low","83502"
714,"Sales Executive","Sales",27,4647,6,"No","Yes",20,"0.2943820224719101","Low","83646"
1113,"Sales Executive","Sales",50,4728,0,"Yes","Yes",20,"0.3146067415730337","Low","85104"
1478,"Sales Executive","Sales",34,4759,13,"No","No",20,"0.31910112359550563","Low","85662"
606,"Sales Executive","Sales",45,4805,8,"No","No",20,"0.32808988764044944","Low","86490"
707,"Sales Executive","Sales",25,4851,3,"No","No",20,"0.3325842696629214","Low","87318"
1507,"Sales Executive","Sales",28,4898,4,"No","No",20,"0.33707865168539325","Low","88164"
728,"Sales Executive","Sales",47,4960,7,"No","No",20,"0.350561797752809","Low","89280"
1962,"Sales Executive","Sales",35,5204,10,"No","Yes",20,"0.3842696629213483","Low","93672"
1681,"Sales Executive","Sales",33,5368,6,"No","Yes",20,"0.42247191011235957","Low","96624"
52,"Sales Executive","Sales",33,5376,5,"No","No",20,"0.4247191011235955","Low","96768"
1935,"Sales Executive","Sales",56,5380,0,"No","No",20,"0.42696629213483145","Low","96840"
1466,"Sales Executive","Sales",48,5486,2,"No","No",20,"0.4606741573033708","Low","98748"
983,"Sales Executive","Sales",38,5666,5,"No","Yes",20,"0.48314606741573035","Low","101988"
1929,"Sales Executive","Sales",39,5736,3,"No","No",20,"0.4966292134831461","Low","103248"
142,"Sales Executive","Sales",25,5744,6,"Yes","Yes",20,"0.49887640449438203","Low","103392"
1403,"Sales Executive","Sales",27,5769,6,"No","Yes",20,"0.503370786516854","Low","103842"
303,"Sales Executive","Sales",54,5940,6,"No","No",20,"0.5168539325842697","Low","106920"
160,"Sales Executive","Sales",33,6146,7,"No","No",20,"0.5325842696629214","Low","110628"
492,"Sales Executive","Sales",40,6380,6,"Yes","Yes",20,"0.5662921348314607","Low","114840"
1912,"Sales Executive","Sales",31,6583,5,"No","Yes",20,"0.5932584269662922","Low","118494"
1105,"Sales Executive","Sales",37,6694,1,"No","Yes",20,"0.604494382022472","Low","120492"
2044,"Sales Executive","Sales",50,6728,6,"Yes","No",20,"0.6112359550561798","Low","121104"
1585,"Sales Executive","Sales",36,6815,1,"No","No",20,"0.6224719101123596","Low","122670"
35,"Sales Executive","Sales",42,6825,9,"No","No",20,"0.6247191011235955","Low","122850"
1927,"Sales Executive","Sales",28,6834,7,"No","Yes",20,"0.6269662921348315","Low","123012"
1678,"Sales Executive","Sales",41,7082,2,"No","Yes",20,"0.6426966292134831","Low","127476"
1754,"Sales Executive","Sales",30,7140,7,"No","No",20,"0.6494382022471911","Low","128520"
204,"Sales Executive","Sales",35,7295,10,"No","No",20,"0.6539325842696629","Low","131310"
176,"Sales Executive","Sales",41,8189,9,"No","Yes",20,"0.7078651685393258","Low","147402"
1268,"Sales Executive","Sales",33,8380,9,"No","Yes",20,"0.7191011235955056","Low","150840"
1469,"Sales Executive","Sales",28,8463,5,"No","No",20,"0.7325842696629213","Low","152334"
183,"Sales Executive","Sales",25,8639,2,"No","No",20,"0.7415730337078652","Low","155502"
1119,"Sales Executive","Sales",38,8740,8,"No","Yes",20,"0.748314606741573","Low","157320"
2037,"Sales Executive","Sales",41,8938,5,"No","No",20,"0.7573033707865169","Low","160884"
580,"Sales Executive","Sales",46,9071,3,"No","Yes",20,"0.7662921348314606","Low","163278"
1882,"Sales Executive","Sales",34,9713,5,"No","Yes",20,"0.8044943820224719","Low","174834"
1933,"Sales Executive","Sales",28,9854,2,"Yes","Yes",20,"0.8157303370786517","Low","177372"
1395,"Sales Executive","Sales",33,9998,5,"No","No",20,"0.8292134831460675","Low","179964"
967,"Sales Executive","Sales",36,10325,16,"Yes","Yes",20,"0.8426966292134831","Low","185850"
1076,"Sales Executive","Sales",43,10798,1,"No","No",20,"0.8764044943820225","Low","194364"
897,"Sales Executive","Sales",53,11836,2,"No","No",20,"0.8898876404494382","Low","213048"
298,"Manager","Sales",41,13591,1,"No","Yes",20,"0.9168539325842696","Low","244638"
410,"Manager","Sales",41,16015,22,"No","No",20,"0.9370786516853933","Low","288270"
776,"Manager","Sales",52,16856,34,"No","No",20,"0.952808988764045","Low","303408"
1280,"Manager","Sales",46,18789,11,"No","No",20,"0.9797752808988764","Low","338202"
1591,"Manager","Sales",50,19331,1,"No","Yes",20,"0.9887640449438202","Low","347958"
621,"Sales Executive","Sales",34,5337,10,"No","No",15,"0.4157303370786517","Low","96066"
692,"Healthcare Representative","Research & Development",33,7725,13,"No","No",15,"0.7510416666666667","Low","139050"
1739,"Sales Executive","Sales",32,9610,4,"No","No",15,"0.7932584269662921","Low","172980"
323,"Manager","Sales",50,19517,7,"No","No",15,"0.9910112359550561","Low","351306"
947,"Sales Executive","Sales",31,6932,9,"No","No",15,"0.6404494382022472","Low","124776"
343,"Healthcare Representative","Research & Development",39,10938,19,"No","No",15,"0.8375","Low","196884"
847,"Human Resources","Human Resources",34,3737,3,"No","No",15,"0.4838709677419355","Low","67266"
722,"Sales Executive","Sales",32,5396,10,"No","No",15,"0.4314606741573034","Low","97128"
902,"Healthcare Representative","Research & Development",43,5562,5,"No","No",15,"0.634375","Low","100116"
1265,"Research Scientist","Research & Development",34,2585,1,"No","No",15,"0.20625","Low","46530"
1006,"Research Scientist","Research & Development",38,2684,2,"No","No",15,"0.23020833333333332","Low","48312"
1951,"Sales Executive","Sales",34,8628,8,"No","No",15,"0.7393258426966293","Low","155304"
253,"Manager","Research & Development",40,19033,20,"No","No",15,"0.9614583333333333","Low","342594"
1228,"Manufacturing Director","Research & Development",46,7379,6,"No","No",15,"0.7375","Low","132822"
249,"Laboratory Technician","Research & Development",50,3690,3,"No","No",15,"0.40625","Low","66420"
469,"Sales Executive","Sales",29,4649,4,"No","No",15,"0.298876404494382","Low","83682"
1358,"Laboratory Technician","Research & Development",25,3669,3,"No","No",15,"0.40208333333333335","Low","66042"
221,"Research Scientist","Research & Development",28,2713,5,"No","No",15,"0.24375","Low","48834"
1648,"Research Scientist","Research & Development",27,2580,4,"No","No",15,"0.20520833333333333","Low","46440"
420,"Sales Executive","Sales",32,5484,13,"No","No",15,"0.4584269662921348","Low","98712"
1482,"Research Scientist","Research & Development",30,1274,1,"No","No",15,"0.007291666666666667","Low","22932"
1164,"Human Resources","Human Resources",35,4323,5,"No","No",15,"0.532258064516129","Low","77814"
32,"Manager","Research & Development",53,19094,14,"No","No",15,"0.9666666666666667","Low","343692"
546,"Manager","Research & Development",52,16555,5,"No","No",15,"0.9166666666666666","Low","297990"
1985,"Laboratory Technician","Research & Development",40,6323,10,"No","No",15,"0.6864583333333333","Low","113814"
1440,"Laboratory Technician","Research & Development",37,3500,6,"No","No",15,"0.38333333333333336","Low","63000"
1336,"Manager","Research & Development",55,19187,19,"No","No",15,"0.9697916666666667","Low","345366"
83,"Healthcare Representative","Research & Development",36,10096,17,"No","No",15,"0.803125","Low","181728"
1264,"Research Director","Research & Development",29,16124,7,"No","No",15,"0.9114583333333334","Low","290232"
1751,"Research Scientist","Research & Development",27,3445,6,"No","No",15,"0.371875","Low","62010"
131,"Sales Executive","Sales",58,13872,37,"No","No",15,"0.9258426966292135","Low","249696"
2026,"Healthcare Representative","Research & Development",56,6306,13,"No","No",15,"0.684375","Low","113508"
562,"Laboratory Technician","Research & Development",30,2097,5,"No","No",15,"0.05625","Low","37746"
319,"Manager","Research & Development",42,19232,22,"No","No",15,"0.9739583333333334","Low","346176"
1693,"Laboratory Technician","Research & Development",26,2570,7,"No","No",15,"0.20208333333333334","Low","46260"
2016,"Sales Executive","Sales",32,10422,14,"No","No",15,"0.851685393258427","Low","187596"
945,"Research Scientist","Research & Development",48,2259,0,"No","No",15,"0.09375","Low","40662"
444,"Manager","Research & Development",39,19272,21,"No","No",15,"0.9770833333333333","Low","346896"
417,"Healthcare Representative","Research & Development",39,9613,18,"No","No",15,"0.7875","Low","173034"
256,"Manufacturing Director","Research & Development",34,9547,10,"No","No",15,"0.7864583333333334","Low","171846"
721,"Healthcare Representative","Research & Development",39,4553,20,"No","No",15,"0.5260416666666666","Low","81954"
373,"Laboratory Technician","Research & Development",36,3210,15,"No","No",15,"0.340625","Low","57780"
923,"Research Scientist","Research & Development",21,2693,1,"Yes","No",15,"0.234375","Low","48474"
2022,"Manager","Research & Development",39,19431,6,"No","No",15,"0.9822916666666667","Low","349758"
182,"Sales Executive","Sales",39,5902,15,"No","No",15,"0.5146067415730337","Low","106236"
992,"Manager","Sales",33,17444,10,"No","No",15,"0.9617977528089887","Low","313992"
76,"Laboratory Technician","Research & Development",31,5915,7,"No","No",15,"0.6604166666666667","Low","106470"
1918,"Laboratory Technician","Research & Development",26,2544,7,"No","No",15,"0.19166666666666668","Low","45792"
689,"Manufacturing Director","Research & Development",37,9434,10,"No","No",15,"0.7833333333333333","Low","169812"
1845,"Sales Executive","Sales",45,5154,8,"No","No",15,"0.3752808988764045","Low","92772"
442,"Manufacturing Director","Research & Development",31,8943,10,"No","No",15,"0.7791666666666667","Low","160974"
1588,"Sales Executive","Sales",39,8237,7,"No","No",15,"0.7123595505617978","Low","148266"
46,"Research Scientist","Research & Development",43,2645,5,"No","No",15,"0.21979166666666666","Low","47610"
8,"Laboratory Technician","Research & Development",32,3068,7,"No","No",15,"0.3229166666666667","Low","55224"
112,"Manufacturing Director","Research & Development",56,7260,6,"No","No",15,"0.7364583333333333","Low","130680"
1446,"Sales Executive","Sales",32,9204,4,"No","No",15,"0.7707865168539326","Low","165672"
1315,"Laboratory Technician","Research & Development",28,6674,9,"No","No",15,"0.7135416666666666","Low","120132"
1160,"Laboratory Technician","Research & Development",31,2610,2,"Yes","No",15,"0.2125","Low","46980"
922,"Sales Representative","Sales",20,2044,2,"Yes","No",15,"0.029213483146067417","Low","36792"
1088,"Healthcare Representative","Research & Development",38,8823,19,"No","No",15,"0.7739583333333333","Low","158814"
117,"Healthcare Representative","Research & Development",30,4152,11,"No","No",15,"0.46979166666666666","Low","74736"
1857,"Manufacturing Director","Research & Development",46,8578,9,"No","No",15,"0.7677083333333333","Low","154404"
1708,"Sales Executive","Sales",41,9241,10,"No","No",15,"0.7752808988764045","Low","166338"
1736,"Manufacturing Director","Research & Development",31,5238,5,"No","No",15,"0.6020833333333333","Low","94284"
1346,"Research Scientist","Research & Development",40,4661,9,"No","No",15,"0.5333333333333333","Low","83898"
1293,"Sales Executive","Sales",43,10231,21,"No","No",15,"0.8337078651685393","Low","184158"
1854,"Research Scientist","Research & Development",42,2936,6,"No","No",15,"0.2989583333333333","Low","52848"
1344,"Healthcare Representative","Research & Development",34,8500,9,"No","No",15,"0.7666666666666667","Low","153000"
338,"Research Scientist","Research & Development",33,2911,2,"No","No",15,"0.2916666666666667","Low","52398"
259,"Manager","Research & Development",52,19999,33,"No","No",15,"1","Low","359982"
1615,"Manufacturing Director","Research & Development",34,4724,9,"No","No",15,"0.540625","Low","85032"
292,"Manufacturing Director","Research & Development",30,8474,11,"No","No",15,"0.765625","Low","152532"
1152,"Human Resources","Human Resources",38,2844,7,"No","No",15,"0.3387096774193548","Low","51192"
1666,"Research Director","Research & Development",43,17603,14,"No","No",15,"0.9416666666666667","Low","316854"
1601,"Laboratory Technician","Research & Development",35,2690,1,"No","No",15,"0.23229166666666667","Low","48420"
1026,"Manufacturing Director","Research & Development",39,12742,21,"No","No",15,"0.8635416666666667","Low","229356"
500,"Sales Executive","Sales",51,4936,7,"No","No",15,"0.34606741573033706","Low","88848"
830,"Manufacturing Director","Research & Development",32,6162,14,"No","No",15,"0.6770833333333334","Low","110916"
1700,"Sales Executive","Sales",37,9525,6,"No","No",15,"0.7865168539325843","Low","171450"
1196,"Manufacturing Director","Research & Development",37,6474,14,"No","No",15,"0.6979166666666666","Low","116532"
555,"Sales Representative","Sales",34,2351,2,"Yes","No",15,"0.07191011235955057","Low","42318"
1140,"Manufacturing Director","Research & Development",34,4033,3,"No","No",15,"0.45729166666666665","Low","72594"
1631,"Manufacturing Director","Research & Development",37,5768,4,"No","No",15,"0.65","Low","103824"
361,"Sales Executive","Sales",38,5249,8,"No","No",15,"0.3955056179775281","Low","94482"
1947,"Research Scientist","Research & Development",28,2144,5,"No","No",15,"0.06979166666666667","Low","38592"
476,"Sales Executive","Sales",26,5296,8,"No","No",15,"0.4","Low","95328"
850,"Research Scientist","Research & Development",27,1706,0,"No","No",15,"0.01875","Low","30708"
377,"Research Scientist","Research & Development",28,2070,5,"No","No",15,"0.04375","Low","37260"
579,"Research Scientist","Research & Development",34,2768,7,"No","No",15,"0.25729166666666664","Low","49824"
450,"Research Scientist","Research & Development",54,4869,4,"No","No",15,"0.5604166666666667","Low","87642"
727,"Research Director","Research & Development",32,11159,7,"No","No",15,"0.84375","Low","200862"
550,"Manufacturing Director","Research & Development",46,4810,10,"No","No",15,"0.5552083333333333","Low","86580"
391,"Research Scientist","Research & Development",37,2115,17,"No","No",15,"0.06145833333333333","Low","38070"
1830,"Research Scientist","Research & Development",54,6854,7,"No","No",15,"0.7260416666666667","Low","123372"
300,"Research Scientist","Research & Development",29,2058,6,"Yes","No",15,"0.03958333333333333","Low","37044"
353,"Research Scientist","Research & Development",51,2723,1,"No","No",15,"0.24791666666666667","Low","49014"
840,"Sales Executive","Sales",49,7654,9,"Yes","No",15,"0.6853932584269663","Low","137772"
1254,"Sales Executive","Sales",59,5171,6,"No","No",10,"0.38202247191011235","Low","93078"
1457,"Sales Executive","Sales",46,10096,7,"Yes","No",10,"0.8314606741573034","Low","181728"
1728,"Manufacturing Director","Research & Development",35,6883,7,"No","No",10,"0.7291666666666666","Low","123894"
1427,"Sales Representative","Sales",31,1359,1,"Yes","No",10,"0.011235955056179775","Low","24462"
1295,"Healthcare Representative","Research & Development",44,7978,10,"Yes","No",10,"0.7604166666666666","Low","143604"
441,"Research Scientist","Research & Development",30,5775,10,"No","No",10,"0.653125","Low","103950"
1133,"Manufacturing Director","Research & Development",36,7779,11,"No","No",10,"0.7541666666666667","Low","140022"
498,"Sales Executive","Sales",28,5253,7,"No","No",10,"0.39775280898876403","Low","94554"
1696,"Laboratory Technician","Research & Development",34,3986,15,"No","No",10,"0.446875","Low","71748"
455,"Laboratory Technician","Research & Development",29,3983,3,"No","No",10,"0.44583333333333336","Low","71694"
1407,"Research Scientist","Research & Development",26,3904,4,"No","No",10,"0.43125","Low","70272"
1871,"Research Scientist","Research & Development",39,3902,2,"No","No",10,"0.43020833333333336","Low","70236"
2041,"Sales Executive","Sales",38,5343,10,"No","No",10,"0.41797752808988764","Low","96174"
593,"Laboratory Technician","Research & Development",22,3894,2,"Yes","No",10,"0.42916666666666664","Low","70092"
1971,"Healthcare Representative","Research & Development",43,7510,10,"No","No",10,"0.7458333333333333","Low","135180"
1804,"Manufacturing Director","Research & Development",35,5762,7,"No","No",10,"0.6489583333333333","Low","103716"
393,"Healthcare Representative","Research & Development",38,5745,2,"No","No",10,"0.646875","Low","103410"
578,"Laboratory Technician","Research & Development",54,3780,1,"No","No",10,"0.42083333333333334","Low","68040"
1249,"Research Scientist","Research & Development",29,3760,3,"No","No",10,"0.41770833333333335","Low","67680"
1856,"Laboratory Technician","Research & Development",47,2105,2,"No","No",10,"0.058333333333333334","Low","37890"
744,"Laboratory Technician","Research & Development",44,3708,5,"No","No",10,"0.4114583333333333","Low","66744"
477,"Healthcare Representative","Research & Development",42,6781,1,"No","No",10,"0.7177083333333333","Low","122058"
525,"Laboratory Technician","Research & Development",43,2258,3,"No","No",10,"0.09166666666666666","Low","40644"
1673,"Sales Executive","Sales",31,5476,10,"No","No",10,"0.45617977528089887","Low","98568"
1411,"Laboratory Technician","Research & Development",37,3629,3,"No","No",10,"0.39791666666666664","Low","65322"
1922,"Healthcare Representative","Research & Development",45,5399,4,"No","No",10,"0.61875","Low","97182"
1340,"Research Scientist","Research & Development",40,3544,4,"No","No",10,"0.3885416666666667","Low","63792"
784,"Research Scientist","Research & Development",23,3505,2,"No","No",10,"0.384375","Low","63090"
1117,"Sales Executive","Sales",45,5593,15,"No","No",10,"0.47415730337078654","Low","100674"
1721,"Laboratory Technician","Research & Development",31,3477,5,"No","No",10,"0.37916666666666665","Low","62586"
995,"Research Scientist","Research & Development",33,3452,3,"No","No",10,"0.37395833333333334","Low","62136"
